sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
17296,very good that is perfectly compatible,Compatibility,positive,True,perfectly compatible,"(18, 38)"
17297,"Very good vacuum cleaners, hold up very well",Value,positive,True,Very good vacuum cleaners,"(0, 25)"
17298,Very good visibility of the load.,Visibility,positive,True,Very good visibility of the load.,"(0, 33)"
17299,Very good washer does the washing quicker my previous washer Happy with my purchase,Comparison,positive,True,my previous washer,"(42, 60)"
17299,Very good washer does the washing quicker my previous washer Happy with my purchase,Value,positive,True,Happy with my purchase,"(61, 83)"
17299,Very good washer does the washing quicker my previous washer Happy with my purchase,Speed,positive,True,does the washing quicker,"(17, 41)"
17300,"Very good washing machine s, hold up very well",Value,positive,True,"Very good washing machine s, hold up very well","(0, 46)"
17301,Very good workmanship and surprise!,Materials,positive,True,Very good workmanship,"(0, 21)"
17302,"Very good, corresponds to the description",Advertisement,"positive, positive",True,corresponds to the description,"(11, 41)"
17302,"Very good, corresponds to the description",Value,"positive, positive",True,Very good,"(0, 9)"
17303,"very good, price was ok too",Value,"positive, positive",True,very good,"(0, 9)"
17303,"very good, price was ok too",Price,"positive, positive",True,price was ok,"(11, 23)"
17304,"Very good, strong, I'm on my second Gorenje, the first one broke after 15 years, so the products of this company are durable in addition to being good.",Physical damages,"positive, irrelevant",True,the first one broke after 15 years,"(45, 79)"
17304,"Very good, strong, I'm on my second Gorenje, the first one broke after 15 years, so the products of this company are durable in addition to being good.",Customer loyalty value,"positive, irrelevant",True,I'm on my second Gorenje,"(19, 43)"
17304,"Very good, strong, I'm on my second Gorenje, the first one broke after 15 years, so the products of this company are durable in addition to being good.",Value,"positive, irrelevant",True,Very good,"(0, 9)"
17304,"Very good, strong, I'm on my second Gorenje, the first one broke after 15 years, so the products of this company are durable in addition to being good.",Materials,"positive, irrelevant",True,strong,"(11, 17)"
17304,"Very good, strong, I'm on my second Gorenje, the first one broke after 15 years, so the products of this company are durable in addition to being good.",Durability,"positive, irrelevant",True,the products of this company are durable,"(84, 124)"
17305,Very handy and safe to use.,Safety,positive,True,safe to use,"(15, 26)"
17305,Very handy and safe to use.,Usability,positive,True,handy and safe to use,"(5, 26)"
17306,"Very handy coffee machine, easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(45, 63)"
17306,"Very handy coffee machine, easy to assemble, clear instructions.",Usability,positive,True,Very handy coffee machine,"(0, 25)"
17306,"Very handy coffee machine, easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(27, 43)"
17307,"Very handy dryer, easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(36, 54)"
17307,"Very handy dryer, easy to assemble, clear instructions.",Usability,positive,True,Very handy,"(0, 10)"
17307,"Very handy dryer, easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(18, 34)"
17308,Very handy features for a pensioner,Features,positive,True,Very handy features,"(0, 19)"
17309,"Very handy fridge , easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(38, 56)"
17309,"Very handy fridge , easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(20, 36)"
17309,"Very handy fridge , easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(20, 36)"
17310,"Very handy hob , easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(35, 53)"
17310,"Very handy hob , easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(17, 33)"
17310,"Very handy hob , easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(17, 33)"
17311,"Very handy oven , easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(36, 54)"
17311,"Very handy oven , easy to assemble, clear instructions.",Usability,positive,True,Very handy,"(0, 10)"
17311,"Very handy oven , easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(18, 34)"
17312,"Very handy speaker, easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(38, 56)"
17312,"Very handy speaker, easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(20, 36)"
17312,"Very handy speaker, easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(20, 36)"
17313,"Very handy steam iron, easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(41, 59)"
17313,"Very handy steam iron, easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(23, 39)"
17313,"Very handy steam iron, easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(23, 39)"
17314,"Very handy vacuum cleaner, easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(45, 63)"
17314,"Very handy vacuum cleaner, easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(27, 43)"
17314,"Very handy vacuum cleaner, easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(27, 43)"
17315,"Very handy volume , easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(38, 56)"
17315,"Very handy volume , easy to assemble, clear instructions.",Usability,positive,True,Very handy volume,"(0, 17)"
17315,"Very handy volume , easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(20, 36)"
17316,"Very handy washing machine , easy to assemble, clear instructions.",Learning material,positive,True,clear instructions,"(47, 65)"
17316,"Very handy washing machine , easy to assemble, clear instructions.",Usability,positive,True,easy to assemble,"(29, 45)"
17316,"Very handy washing machine , easy to assemble, clear instructions.",Assembly/Disassembly,positive,True,easy to assemble,"(29, 45)"
17317,Very happy with cooker only thing that lets it down is the fact the job scratches easily.,Physical damages,"positive, negative",True,the fact the job scratches easily,"(55, 88)"
17317,Very happy with cooker only thing that lets it down is the fact the job scratches easily.,Value,"positive, negative",True,Very happy with cooker,"(0, 22)"
17318,"Very happy with this product, light weight and easy use instructions.",Learning material,positive,True,easy use instructions,"(47, 68)"
17318,"Very happy with this product, light weight and easy use instructions.",Value,positive,True,Very happy with this product,"(0, 28)"
17318,"Very happy with this product, light weight and easy use instructions.",Weight,positive,True,light weight,"(30, 42)"
17319,"Very happy with this product, light weight and easy user instructions.",Learning material,positive,True,easy user instructions,"(47, 69)"
17319,"Very happy with this product, light weight and easy user instructions.",Value,positive,True,Very happy with this product,"(0, 28)"
17319,"Very happy with this product, light weight and easy user instructions.",Weight,positive,True,light weight,"(30, 42)"
17320,Very heavy and difficult to assemble and use,Weight,negative,True,Very heavy,"(0, 10)"
17320,Very heavy and difficult to assemble and use,Assembly/Disassembly,negative,True,difficult to assemble and use,"(15, 44)"
17321,Very heavy!,Weight,negative,True,Very heavy!,"(0, 11)"
17322,"Very high quality, large and useful system with a locked door.",Materials,positive,True,Very high quality,"(0, 17)"
17322,"Very high quality, large and useful system with a locked door.",Body,positive,True,large and useful system,"(19, 42)"
17323,Very impressed overall.,Value,positive,True,Very impressed overall,"(0, 22)"
17324,"very impressed, so good for families with children.",Value,positive,True,so good,"(16, 23)"
17324,"very impressed, so good for families with children.",Suitability,positive,True,very impressed,"(0, 14)"
17325,Very impressive suction also much better than the other dyson we have,Comparison,"positive, positive",True,better than the other dyson we have,"(34, 69)"
17325,Very impressive suction also much better than the other dyson we have,Clean,"positive, positive",True,Very impressive suction,"(0, 23)"
17326,Very impressive.,Value,positive,True,Very impressive.,"(0, 16)"
17327,Very intuitive app,App,positive,True,Very intuitive app,"(0, 18)"
17328,Very large and heavy.,Size,"negative, negative",True,Very large,"(0, 10)"
17328,Very large and heavy.,Weight,"negative, negative",True,heavy,"(15, 20)"
17329,Very light and easy to assemble and use.,Usability,positive,True,easy to assemble and use,"(15, 39)"
17329,Very light and easy to assemble and use.,Weight,positive,True,Very light,"(0, 10)"
17329,Very light and easy to assemble and use.,Assembly/Disassembly,positive,True,easy to assemble and use,"(15, 39)"
17330,Very light but the energy consumption is also very high,Weight,"positive, negative",True,Very light,"(0, 10)"
17330,Very light but the energy consumption is also very high,Consumption,"positive, negative",True,energy consumption is also very high,"(19, 55)"
17331,Very light coverage.,Weight,positive,True,Very light,"(0, 10)"
17332,Very light dishwasher  .,Weight,positive,True,Very light,"(0, 10)"
17333,Very light feeling,Weight,positive,True,Very light,"(0, 10)"
17334,Very light fridge .,Weight,positive,True,Very light,"(0, 10)"
17335,Very light hand iron .,Weight,positive,True,Very light,"(0, 10)"
17336,Very light hob .,Weight,positive,True,Very light,"(0, 10)"
17337,very light it is not felt in the ears.,Weight,positive,True,very light,"(0, 10)"
17338,Very light mixer  .,Weight,positive,True,Very light,"(0, 10)"
17339,Very light plastic.,Weight,positive,True,Very light,"(0, 10)"
17340,Very light shimmer,Weight,positive,True,Very light,"(0, 10)"
17341,Very light speakers .,Weight,positive,True,Very light,"(0, 10)"
17342,Very light straightener .,Weight,positive,True,Very light,"(0, 10)"
17343,Very light television .,Weight,positive,True,Very light,"(0, 10)"
17344,Very light tumble dryer.,Weight,positive,True,Very light,"(0, 10)"
17345,Very light turkish coffee maker .,Weight,positive,True,Very light,"(0, 10)"
17346,Very light vacuum .,Weight,positive,True,Very light,"(0, 10)"
17347,Very light weight,Weight,positive,True,Very light weight,"(0, 17)"
17348,"Very light, good for an old person",Age of people,positive,True,for an old person,"(17, 34)"
17348,"Very light, good for an old person",Weight,positive,True,Very light,"(0, 10)"
17349,"Very light, we tend to forget we are wearing them.",Weight,positive,True,Very light,"(0, 10)"
17350,Very lightweight coffee maker  .,Weight,positive,True,Very lightweight,"(0, 16)"
17351,Very lightweight hair dryer  .,Weight,positive,True,Very lightweight,"(0, 16)"
17352,Very lightweight iron  .,Weight,positive,True,Very lightweight,"(0, 16)"
17353,Very lightweight microwave  .,Weight,positive,True,Very lightweight,"(0, 16)"
17354,Very lightweight refrigerator .,Weight,positive,True,Very lightweight,"(0, 16)"
17355,Very lightweight robot .,Weight,positive,True,Very lightweight,"(0, 16)"
17356,Very lightweight washing machine  .,Weight,positive,True,Very lightweight,"(0, 16)"
17357,"Very lightweight, does a great job, and super easy to clean the filter.",Filter,"positive, positive, positive",True,clean the filter,"(54, 70)"
17357,"Very lightweight, does a great job, and super easy to clean the filter.",Weight,"positive, positive, positive",True,Very lightweight,"(0, 16)"
17357,"Very lightweight, does a great job, and super easy to clean the filter.",Performances,"positive, positive, positive",True,does a great job,"(18, 34)"
17358,Very little can be seen inside,Visibility,negative,True,Very little can be seen inside,"(0, 30)"
17359,Very loud and doesn't work great,Noise,"negative, negative",True,Very loud,"(0, 9)"
17359,Very loud and doesn't work great,Performances,"negative, negative",True,doesn't work great,"(14, 32)"
17360,Very loud and small capacity.,Capacity,negative,True,small capacity,"(14, 28)"
17360,Very loud and small capacity.,Noise,negative,True,Very loud,"(0, 9)"
17361,Very loud the rest is beautiful,Noise,"negative, positive",True,Very loud,"(0, 9)"
17361,Very loud the rest is beautiful,Design,"negative, positive",True,beautiful,"(22, 31)"
17362,"Very loud, filter quickly dirty capacity so 30 minutes.",Filter,"negative, negative",True,filter quickly dirty capacity,"(11, 40)"
17362,"Very loud, filter quickly dirty capacity so 30 minutes.",Noise,"negative, negative",True,Very loud,"(0, 9)"
17363,"very loud, it smelled terribly with rubber or plastic",Noise,negative,True,very loud,"(0, 9)"
17363,"very loud, it smelled terribly with rubber or plastic",Failures,negative,True,smelled terribly with rubber or plastic,"(14, 53)"
17364,"Very loud, very slow",Noise,"negative, negative",True,Very loud,"(0, 9)"
17365,Very low consumption,Consumption,positive,True,Very low consumption,"(0, 20)"
17366,"Very low power, solidity and absolutely inadequate brush materials.",Heads/Attachments,"negative, negative, negative",True,absolutely inadequate brush materials,"(29, 66)"
17366,"Very low power, solidity and absolutely inadequate brush materials.",Materials,"negative, negative, negative",True,solidity and absolutely inadequate brush materials,"(16, 66)"
17366,"Very low power, solidity and absolutely inadequate brush materials.",Power,"negative, negative, negative",True,Very low power,"(0, 14)"
17367,"Very modern and stylish,the dryer it's self is quite bug on the inside, i was not expecting a light when you open the door which a bonus feature",Size,positive,True,quite bug on the inside,"(47, 70)"
17367,"Very modern and stylish,the dryer it's self is quite bug on the inside, i was not expecting a light when you open the door which a bonus feature",Light,positive,True,a light when you open the door,"(92, 122)"
17367,"Very modern and stylish,the dryer it's self is quite bug on the inside, i was not expecting a light when you open the door which a bonus feature",Design,positive,True,Very modern and stylish,"(0, 23)"
17368,Very natural shades.,Color,positive,True,natural shades,"(5, 19)"
17369,"Very nice aesthetically and works really well, tank easy to empty and filter simple to replace.",Container,"positive, positive, positive, positive",True,tank easy to empty,"(47, 65)"
17369,"Very nice aesthetically and works really well, tank easy to empty and filter simple to replace.",Performances,"positive, positive, positive, positive",True,works really well,"(28, 45)"
17369,"Very nice aesthetically and works really well, tank easy to empty and filter simple to replace.",Design,"positive, positive, positive, positive",True,Very nice aesthetically,"(0, 23)"
17369,"Very nice aesthetically and works really well, tank easy to empty and filter simple to replace.",Filter,"positive, positive, positive, positive",True,filter simple to replace,"(70, 94)"
17369,"Very nice aesthetically and works really well, tank easy to empty and filter simple to replace.",Empty,"positive, positive, positive, positive",True,tank easy to empty and filter simple to replace,"(47, 94)"
17370,Very nice and fast shipping 👌🏼,Delivery time,positive,True,fast shipping,"(14, 27)"
17370,Very nice and fast shipping 👌🏼,Delivery,positive,True,fast shipping,"(14, 27)"
17371,Very nice but wifi not working,Value,"positive, negative",True,Very nice,"(0, 9)"
17371,Very nice but wifi not working,Connectivity,"positive, negative",True,wifi not working,"(14, 30)"
17372,very nice coffee maker  .,Value,positive,True,very nice coffee maker,"(0, 22)"
17373,Very nice color.,Color,positive,True,Very nice color,"(0, 15)"
17374,"Very nice cutlery drawer, practical indicators for the lack of salt and rinse aid.",Notifications,positive,True,practical indicators for the lack of salt and rinse aid,"(26, 81)"
17374,"Very nice cutlery drawer, practical indicators for the lack of salt and rinse aid.",Compartments,positive,True,cutlery drawer,"(10, 24)"
17375,very nice hair dryer  .,Value,positive,True,very nice hair dryer,"(0, 20)"
17376,very nice iron  .,Value,positive,True,very nice iron,"(0, 14)"
17377,Very nice looking.,Design,positive,True,Very nice looking,"(0, 17)"
17378,very nice microwave  .,Value,positive,True,very nice microwave,"(0, 19)"
17379,Very nice pause function,Features,positive,True,pause function,"(10, 24)"
17380,very nice product delivery content all very good,Value,positive,True,very nice product,"(0, 17)"
17380,very nice product delivery content all very good,Delivery,positive,True,product delivery,"(10, 26)"
17381,Very nice product good price quality product,Value for money,positive,True,good price quality product,"(18, 44)"
17381,Very nice product good price quality product,Value,positive,True,Very nice product,"(0, 17)"
17382,Very nice product with functional characteristics that made me prefer it to dyson at the time of purchase.,Comparison,positive,True,to dyson,"(73, 81)"
17382,Very nice product with functional characteristics that made me prefer it to dyson at the time of purchase.,Value,positive,True,Very nice product,"(0, 17)"
17383,"very nice product, the phone charging feature is super, I recommend it to everyone",Features,positive,True,phone charging feature,"(23, 45)"
17383,"very nice product, the phone charging feature is super, I recommend it to everyone",Value,positive,True,nice product,"(5, 17)"
17383,"very nice product, the phone charging feature is super, I recommend it to everyone",Recommendation,positive,True,I recommend it to everyone,"(56, 82)"
17384,very nice refrigerator .,Value,positive,True,very nice refrigerator,"(0, 22)"
17385,very nice robot .,Value,positive,True,very nice robot,"(0, 15)"
17386,very nice washing machine  .,Value,positive,True,very nice washing machine,"(0, 25)"
17387,"Very nice, sturdy, easy to use, safe.",Safety,positive,True,safe,"(32, 36)"
17387,"Very nice, sturdy, easy to use, safe.",Value,positive,True,"Very nice, sturdy","(0, 17)"
17387,"Very nice, sturdy, easy to use, safe.",Materials,positive,True,sturdy,"(11, 17)"
17387,"Very nice, sturdy, easy to use, safe.",Usability,positive,True,easy to use,"(19, 30)"
17388,"Very nice, useful warranty, I received the invoice, fast shipping",Value,positive,True,Very nice,"(0, 9)"
17388,"Very nice, useful warranty, I received the invoice, fast shipping",Warranty coverage,positive,True,useful warranty,"(11, 26)"
17388,"Very nice, useful warranty, I received the invoice, fast shipping",Delivery time,positive,True,fast shipping,"(52, 65)"
17389,"very nice, you don't need to buy it from samsung dealer, it's exactly the same, great",Value,positive,True,great,"(80, 85)"
17390,very noise and another rack would be useful.,Noise,negative,True,very noise,"(0, 10)"
17390,very noise and another rack would be useful.,Compartments,negative,True,another rack,"(15, 27)"
17391,very noisy and completely impractical,Noise,negative,True,very noisy,"(0, 10)"
17391,very noisy and completely impractical,Usability,negative,True,completely impractical,"(15, 37)"
17392,very noisy and slow,Noise,negative,True,very noisy,"(0, 10)"
17392,very noisy and slow,Speed,negative,True,slow,"(15, 19)"
17393,"very noisy, not suitable for a small house",Suitability,negative,True,not suitable for a small house,"(12, 42)"
17393,"very noisy, not suitable for a small house",Noise,negative,True,very noisy,"(0, 10)"
17394,"Very noisy, very difficult to empty containers.",Container,"negative, negative",True,containers,"(36, 46)"
17394,"Very noisy, very difficult to empty containers.",Empty,"negative, negative",True,difficult to empty containers,"(17, 46)"
17394,"Very noisy, very difficult to empty containers.",Noise,"negative, negative",True,Very noisy,"(0, 10)"
17395,"Very noisy, very difficult to use",Noise,"negative, negative",True,Very noisy,"(0, 10)"
17395,"Very noisy, very difficult to use",Usability,"negative, negative",True,very difficult to use,"(12, 33)"
17396,"very noisy, weak battery and completely impractical",Noise,negative,True,very noisy,"(0, 10)"
17396,"very noisy, weak battery and completely impractical",Usability,negative,True,completely impractical,"(29, 51)"
17396,"very noisy, weak battery and completely impractical",Battery,negative,True,weak battery,"(12, 24)"
17397,Very pigmented iron  .,Color,positive,True,Very pigmented,"(0, 14)"
17398,Very pigmented robot .,Color,positive,True,Very pigmented,"(0, 14)"
17399,Very pigmented!!!,Color,positive,True,Very pigmented,"(0, 14)"
17400,Very pigmented.,Color,positive,True,Very pigmented,"(0, 14)"
17401,"Very pleasant light and also only keeps the food cool and not like our old fridge, which just freezes everything and everyone.",Light,"positive, positive, positive",True,Very pleasant light,"(0, 19)"
17401,"Very pleasant light and also only keeps the food cool and not like our old fridge, which just freezes everything and everyone.",Weight,"positive, positive, positive",True,not like our old fridge,"(58, 81)"
17402,very pleased with its ergonomics,Ergonomic,positive,True,its ergonomics,"(18, 32)"
17403,Very pleased with my new Bosch oven.,Brand,positive,True,Bosch,"(25, 30)"
17403,Very pleased with my new Bosch oven.,Value,positive,True,Very pleased,"(0, 12)"
17404,Very poor quality sucks very badly and you can't get into the corners with the vacuum cleaner.,Clean,negative,True,you can't get into the corners with the vacuum cleaner,"(39, 93)"
17404,Very poor quality sucks very badly and you can't get into the corners with the vacuum cleaner.,Suitability,negative,True,Very poor quality sucks very badly,"(0, 34)"
17404,Very poor quality sucks very badly and you can't get into the corners with the vacuum cleaner.,Materials,negative,True,Very poor quality,"(0, 17)"
17405,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs,Weight,positive,True,relatively lightweight,"(18, 40)"
17405,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs,Usability,positive,True,easy to move around and use,"(45, 72)"
17405,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs,Power,positive,True,Very powerful,"(0, 13)"
17406,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs.,Portability,positive,True,easy to move around,"(45, 64)"
17406,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs.,Weight,positive,True,relatively lightweight,"(18, 40)"
17406,Very powerful and relatively lightweight and easy to move around and use compared to corded vacs.,Power,positive,True,Very powerful,"(0, 13)"
17407,Very powerful good attachments.,Heads/Attachments,positive,True,good attachments,"(14, 30)"
17407,Very powerful good attachments.,Power,positive,True,Very powerful,"(0, 13)"
17408,Very powerful motor and lasts a long time.,Body,positive,True,Very powerful motor,"(0, 19)"
17409,Very practical spout and good grip,Heads/Attachments,positive,True,practical spout,"(5, 20)"
17409,Very practical spout and good grip,Usability,positive,True,good grip,"(25, 34)"
17410,Very practical start-up indicator light.,Notifications,positive,True,start-up indicator light,"(15, 39)"
17411,"Very practical to use, I especially appreciate the delayed start",Features,positive,True,Very practical to use,"(0, 21)"
17411,"Very practical to use, I especially appreciate the delayed start",Usability,positive,True,especially appreciate the delayed start,"(25, 64)"
17412,"Very practical to use, very quiet, little or no vibrations.",Noise,positive,True,very quiet,"(23, 33)"
17412,"Very practical to use, very quiet, little or no vibrations.",Usability,positive,True,Very practical to use,"(0, 21)"
17412,"Very practical to use, very quiet, little or no vibrations.",Failures,positive,True,little or no vibrations,"(35, 58)"
17413,Very practical very useful cargo packaging was very good,Packaging,positive,True,packaging was very good,"(33, 56)"
17414,very practical when cooking for a large family,Suitability,positive,True,very practical,"(0, 14)"
17415,Very pretty application!,Design,positive,True,Very pretty application!,"(0, 24)"
17416,Very pretty coffee maker !,Design,positive,True,Very pretty,"(0, 11)"
17417,Very pretty coffee maker .,Design,positive,True,Very pretty,"(0, 11)"
17418,Very pretty color,Color,positive,True,Very pretty color,"(0, 17)"
17419,very pretty color.,Color,positive,True,very pretty color,"(0, 17)"
17420,Very pretty dishwasher  .,Design,positive,True,Very pretty,"(0, 11)"
17421,Very pretty fridge .,Design,positive,True,Very pretty fridge,"(0, 18)"
17422,Very pretty hair dryer  !,Design,positive,True,Very pretty,"(0, 11)"
17423,Very pretty hair dryer  .,Design,positive,True,Very pretty,"(0, 11)"
17424,Very pretty hand iron .,Design,positive,True,Very pretty,"(0, 11)"
17425,Very pretty hob .,Design,positive,True,Very pretty,"(0, 11)"
17426,Very pretty iron  !,Design,positive,True,Very pretty iron,"(0, 16)"
17427,Very pretty iron  .,Design,positive,True,Very pretty iron,"(0, 16)"
17428,Very pretty microwave  !,Design,positive,True,Very pretty,"(0, 11)"
17429,Very pretty microwave  .,Design,positive,True,Very pretty,"(0, 11)"
17430,Very pretty mixer  .,Design,positive,True,Very pretty mixer,"(0, 17)"
17431,Very pretty refrigerator !,Design,positive,True,Very pretty refrigerator,"(0, 24)"
17432,Very pretty refrigerator .,Design,positive,True,Very pretty refrigerator,"(0, 24)"
17433,Very pretty robot !,Design,positive,True,Very pretty,"(0, 11)"
17434,Very pretty robot .,Design,positive,True,Very pretty,"(0, 11)"
17435,Very pretty speakers .,Design,positive,True,Very pretty speakers,"(0, 20)"
17436,Very pretty straightener .,Design,positive,True,Very pretty straightener,"(0, 24)"
17437,Very pretty television .,Design,positive,True,Very pretty television,"(0, 22)"
17438,Very pretty tumble dryer.,Design,positive,True,Very pretty,"(0, 11)"
17439,Very pretty turkish coffee maker .,Design,positive,True,Very pretty turkish coffee maker,"(0, 32)"
17440,Very pretty vacuum .,Design,positive,True,Very pretty,"(0, 11)"
17441,Very pretty washing machine  !,Design,positive,True,Very pretty,"(0, 11)"
17442,Very pretty washing machine  .,Design,positive,True,Very pretty,"(0, 11)"
17443,Very pretty!,Design,positive,True,Very pretty!,"(0, 12)"
17444,Very pretty!!!,Design,positive,True,Very pretty!!!,"(0, 14)"
17445,very pricey!,Price,negative,True,very pricey,"(0, 11)"
17446,Very pricey.,Price,negative,True,Very pricey,"(0, 11)"
17447,Very professional results.,Performances,positive,True,professional results,"(5, 25)"
17448,very quality,Materials,positive,True,very quality,"(0, 12)"
17449,very quick device even for those like me super lazy and busy,Speed,positive,True,very quick device,"(0, 17)"
17450,very quick performance,Speed,positive,True,very quick performance,"(0, 22)"
17451,"very quick, i'm happy",Value,positive,True,i'm happy,"(12, 21)"
17451,"very quick, i'm happy",Speed,positive,True,very quick,"(0, 10)"
17452,Very quiet and maneuverable with powerful suction,Noise,positive,True,Very quiet,"(0, 10)"
17452,Very quiet and maneuverable with powerful suction,Clean,positive,True,powerful suction,"(33, 49)"
17452,Very quiet and maneuverable with powerful suction,Usability,positive,True,maneuverable,"(15, 27)"
17453,Very quiet and suprised how good eco wash was.,Features,positive,True,eco wash,"(33, 41)"
17453,Very quiet and suprised how good eco wash was.,Noise,positive,True,Very quiet,"(0, 10)"
17454,Very quiet compared to my old machine,Comparison,positive,True,compared to my old machine,"(11, 37)"
17454,Very quiet compared to my old machine,Noise,positive,True,Very quiet,"(0, 10)"
17455,Very quiet love the light inside,Noise,positive,True,Very quiet,"(0, 10)"
17455,Very quiet love the light inside,Light,positive,True,love the light inside,"(11, 32)"
17456,Very quiet operation especially when spinning,Noise,positive,True,Very quiet operation,"(0, 20)"
17457,Very quiet to run and super easy To store!,Noise,"positive, positive",True,Very quiet to run,"(0, 17)"
17457,Very quiet to run and super easy To store!,Storage,"positive, positive",True,super easy To store,"(22, 41)"
17458,Very quiet to run and super easy to use,Noise,"positive, positive",True,Very quiet,"(0, 10)"
17458,Very quiet to run and super easy to use,Usability,"positive, positive",True,super easy to use,"(22, 39)"
17459,"Very quiet, economical, hardly any vibrations and easy to use.",Noise,positive,True,Very quiet,"(0, 10)"
17459,"Very quiet, economical, hardly any vibrations and easy to use.",Usability,positive,True,easy to use,"(50, 61)"
17460,"very quiet, light inside, easy controls big window",Light,positive,True,light inside,"(12, 24)"
17460,"very quiet, light inside, easy controls big window",Size,positive,True,big window,"(40, 50)"
17460,"very quiet, light inside, easy controls big window",Noise,positive,True,very quiet,"(0, 10)"
17460,"very quiet, light inside, easy controls big window",Usability,positive,True,easy controls,"(26, 39)"
17460,"very quiet, light inside, easy controls big window",User interface,positive,True,easy controls,"(26, 39)"
17461,"Very quiet, water efficient and has plenty of preprogrammed wash cycles that suit all fabric types.",Suitability,positive,True,suit all fabric types,"(77, 98)"
17461,"Very quiet, water efficient and has plenty of preprogrammed wash cycles that suit all fabric types.",Noise,positive,True,Very quiet,"(0, 10)"
17461,"Very quiet, water efficient and has plenty of preprogrammed wash cycles that suit all fabric types.",Performances,positive,True,water efficient,"(12, 27)"
17461,"Very quiet, water efficient and has plenty of preprogrammed wash cycles that suit all fabric types.",Programme,positive,True,plenty of preprogrammed wash cycles,"(36, 71)"
17462,Very quite and cleans well and love the cutlery draw.,Clean,"positive, positive",True,cleans well,"(15, 26)"
17462,Very quite and cleans well and love the cutlery draw.,Compartments,"positive, positive",True,cutlery draw,"(40, 52)"
17463,"Very quite, dishes are clean and saves on water and power.",Clean,"positive, positive",True,dishes are clean,"(12, 28)"
17463,"Very quite, dishes are clean and saves on water and power.",Consumption,"positive, positive",True,saves on water and power,"(33, 57)"
17464,Very responsive touch controls,User interface,positive,True,Very responsive touch controls,"(0, 30)"
17465,Very sad:(,Value,negative,True,Very sad,"(0, 8)"
17466,very safe to use and very versatile with the functions available.,Safety,positive,True,very safe to use,"(0, 16)"
17466,very safe to use and very versatile with the functions available.,Features,positive,True,very versatile with the functions available,"(21, 64)"
17467,Very satisfied with the refund process,Refund,positive,True,refund process,"(24, 38)"
17468,"Very satisfied, can be taken along and used separately and can be used in a docking station",Value,positive,True,Very satisfied,"(0, 14)"
17469,"very satisfied, worth every penny, extra grill function.",Features,positive,True,extra grill function,"(35, 55)"
17469,"very satisfied, worth every penny, extra grill function.",Value for money,positive,True,worth every penny,"(16, 33)"
17469,"very satisfied, worth every penny, extra grill function.",Value,positive,True,very satisfied,"(0, 14)"
17470,Very short battery life compared to almost any other speaker out there.,Battery,negative,True,Very short battery life,"(0, 23)"
17471,Very short battery life compared to almost any other vacuum cleaner out there.,Battery,negative,True,Very short battery life,"(0, 23)"
17472,Very simple installation to the wall with the charger.,Usability,positive,True,Very simple installation to the wall with the charger,"(0, 53)"
17473,"Very sleek design, not bulky or over the top like other brands.",Size,"positive, negative",True,not bulky,"(19, 28)"
17473,"Very sleek design, not bulky or over the top like other brands.",Design,"positive, negative",True,Very sleek design,"(0, 17)"
17474,Very small and unobtrusive product,Size,positive,True,Very small,"(0, 10)"
17474,Very small and unobtrusive product,Design,positive,True,unobtrusive,"(15, 26)"
17475,"very small capacity, not sufficient for a large family",Capacity,negative,True,very small capacity,"(0, 19)"
17475,"very small capacity, not sufficient for a large family",Suitability,negative,True,not sufficient for a large family,"(21, 54)"
17476,"Very spacious, cools well, excellent lighting.",Capacity,"positive, positive, positive",True,Very spacious,"(0, 13)"
